tmdbId,Title,Release_Date,TMDb_Rating,Genres,Cast,Director,Overview,Original_Title,movieId,User_Avg_Rating,Rating_Norm
47904,Outside the Law,2010-09-21,6.6,"Action, Drama, History, War","Jamel Debbouze, Roschdy Zem, Sami Bouajila, Chafia Boudraa, Bernard Blancan",Rachid Bouchareb,"After losing their family home in Algeria in the 1920s, three brothers and their mother are scattered across the globe. Messaoud joins the French army fighting in Indochina; Abdelkader becomes a leader of the Algerian independence movement in France and Saïd moves to Paris to make his fortune in the shady clubs and boxing halls of Pigalle.",Outside the Law (Hors-la-loi) (2010),86432,3.3636363636363638,0.6727272727272727
54083,Film Socialisme,2010-05-19,5.993,Drama,"Catherine Tanvier, Christian Sinniger, Jean-Marc Stehlé, Patti Smith, Robert Maloubier",Jean-Luc Godard,"A symphony in three movements. Things such as a Mediterranean cruise, numerous conversations, in numerous languages, between the passengers, almost all of whom are on holiday... Our Europe. At night, a sister and her younger brother have summoned their parents to appear before the court of their childhood. The children demand serious explanations of the themes of Liberty, Equality and Fraternity. Our humanities. Visits to six sites of true or false myths: Egypt, Palestine, Odessa, Hellas, Naples and Barcelona.",Socialism (Film socialisme) (2010),86626,2.94,0.588
55934,Cold Weather,2010-03-13,6.2,"Mystery, Drama, Comedy, Thriller","Cris Lankenau, Trieste Kelly Dunn, Raúl Castillo, Robyn Rikoon, Jeb Pearson",Aaron Katz,"A guy who moves back to Portland, Oregon becomes involved in the mystery of his ex-girlfriend's disappearance.",Cold Weather (2010),86642,3.1574074074074074,0.6314814814814815
43908,Kosmos,2009-10-14,6.5,"Comedy, Drama","Sermet Yeşil, Türkü Turan, Serkan Keskin, Hakan Altuntaş, Akın Anlı",Reha Erdem,"Kosmos is a thief and a miracle-worker. He appears one morning in a tiny, snowbound border village where he is welcomed with open arms – on account of arriving just in time to resuscitate a small boy who would otherwise have drowned.",Kosmos (2010),86717,3.1363636363636362,0.6272727272727272
56113,The Parking Lot Movie,2010-08-06,6.6,Documentary,"John Beers, Chris Farina, Tyler Magill, James McNew",Meghan Eckman,"The Parking Lot Movie is a documentary about a singular parking lot in Charlottesville, Virginia. The film follows a select group of parking lot attendants and their strange rite of passage.","Parking Lot Movie, The (2010)",86723,3.6923076923076925,0.7384615384615385
50272,We Are What We Are,2010-11-12,5.922,"Horror, Thriller","Paulina Gaitán, Francisco Barreiro, Alan Chávez, Carmen Beato, Adrián Aguirre",Jorge Michel Grau,"After the death of a patriarch, a family must try to continue on with a disturbing, ritualistic tradition.",We Are What We Are (Somos lo que hay) (2010),86725,3.2027027027027026,0.6405405405405405
54524,The Robber,2010-02-26,6.495,"Drama, Thriller, Crime","Andreas Lust, Michael Welz, Franziska Weisz, Florian Wotruba, Johann Bednar",Benjamin Heisenberg,"A champion marathoner leads a double life as a serial bank robber, sprinting between fixes (and away from police cavalcades) as many as three times a day.","Robber, The (Der Räuber) (2010)",86750,3.5,0.7
62321,Attenberg,2010-12-09,6.126,Drama,"Ariane Labed, Evangelia Randou, Vangelis Mourikis, Yorgos Lanthimos, Kostas Berikopoulos",Athina Rachel Tsangari,"Marina, 23, is growing up with her architect father in a prototype factory town by the sea. Finding the human species strange and repellent, she keeps her distance...that is until a stranger comes to town and challenges her to a foosball duel, on her own table. Her father, meanwhile, ritualistically prepares for his exit from the 20th century, which he considers to be ""overrated.""",Attenberg (2010),86762,3.3958333333333335,0.6791666666666667
46738,Incendies,2010-09-17,8.1,"Drama, War, Mystery","Lubna Azabal, Mélissa Désormeaux-Poulin, Maxim Gaudette, Rémy Girard, Allen Altman",Denis Villeneuve,"A mother's last wishes send twins Jeanne and Simon on a journey to Middle East in search of their tangled roots. Adapted from Wajdi Mouawad's acclaimed play, Incendies tells the powerful and moving tale of two young adults' voyage to the core of deep-rooted hatred, never-ending wars and enduring love.",Incendies (2010),86781,4.015197568389058,0.8030395136778117
61420,The 19th Wife,2010-09-13,4.875,"Drama, Mystery, Thriller, TV Movie","Chyler Leigh, Matt Czuchry, Alexia Fast, Jeff Hephner, Patrick Garrow",Rod Holcomb,"Fundamentalist sect member BeckyLyn is accused of killing her husband. Queenie, another wife in the polygamist sect, doesn't believe BeckyLyn is capable of such violence and desperate to prove her innocence reaches out to her excommunicated son Jordan for help in freeing his mother.","19th Wife, The (2010)",86837,2.8333333333333335,0.5666666666666667
51608,The Man from Nowhere,2010-08-04,7.701,"Action, Thriller, Crime","Won Bin, Kim Sae-ron, Kim Tae-hun, Kim Hie-won, Kim Seung-o",Lee Jeong-beom,An ex-special agent is involved in a convoluted drug ring drama. He has to save a drug smuggler's innocent daughter from being the victim of her parents' fight.,The Man from Nowhere (2010),86892,3.835285505124451,0.7670571010248902
52077,Nothing to Declare,2010-12-20,5.862,Comedy,"Benoît Poelvoorde, Dany Boon, Julie Bernard, Christel Pedrinelli, Joachim Ledeganck",Dany Boon,"During the elimination of the Belgian/French border in the 90s, a Belgian customs officer is forced to team up with one of his French counterparts.",Nothing to Declare (Rien à déclarer) (2010),86922,3.4081632653061225,0.6816326530612244
359002,Daayen Ya Baayen,2010-10-29,7.8,"Family, Comedy, Drama","Deepak Dobriyal, Badrul Islam, Bharti Bhatt, Pratyush Sharma, Girish Tiwari",Bela Negi,"DAAYEN YA BAAYEN revolves around a schoolteacher in a remote village in the Himalayas who wins a luxury car in a TV contest. His life spirals in a series of comic conflicts as he tries to match the rest of his life to the glamour of the car, undoing himself completely in the process. When the car is stolen, he sets out on a journey to recover more than just his prized vehicle - his lost dignity.",Daayen Ya Baayen (2010),86970,2.0,0.4
131880,Stonewall Uprising,2010-06-16,5.781,Documentary,"Paul Bosche, Alfredo del Rio, John DiGiacomo, Dana Gaiser, Noah Goldman","Kate Davis, David Heilbroner","Stonewall Uprising is a 2010 American documentary film examining the events surrounding the Stonewall riots that began during the early hours of June 28, 1969. Stonewall Uprising made its theatrical debut on June 16, 2010 at the Film Forum in New York City.The movie features interviews with eyewitnesses to the incident, including NYPD deputy inspector Seymour Pine.
 The film was produced and directed by documentarians Kate Davis and David Heilbroner, and is based on the book by historian David Carter, Stonewall: The Riots That Sparked the Gay Revolution. The title theme is by Gary Lionelli.",Stonewall Uprising (2010),86985,3.676470588235294,0.7352941176470588
42889,The Virginity Hit,2010-09-24,4.375,Comedy,"Matt Bennett, Zack Pearlman, Jacob Davich, Justin Kline, Krysta Rodriguez","Huck Botko, Andrew Gurland","Four guys, one camera, and their experience chronicling the exhilarating and terrifying rite of passage: losing your virginity. As these guys help their buddy get laid, they'll have to survive friends with benefits, Internet hookups, even porn stars during an adventure that proves why you will always remember your first time.","Virginity Hit, The (2010)",87000,2.28125,0.45625
53413,The Strange Case of Angelica,2010-12-29,6.516,Drama,"Pilar López de Ayala, Leonor Silveira, Filipe Vargas, Ricardo Trêpa, Paulo Matos",Manoel de Oliveira,"A photographer, Isaac is asked by hotel owners to take portraits of their recently deceased daughter Angélica. When he looks at her through the lens of his camera, she appears to come back to life just for him. He instantly falls in love with her. From that moment, he will be haunted by Angélica day and night.","Strange Case of Angelica, The (O Estranho Caso de Angélica) (2010)",87047,3.3333333333333335,0.6666666666666667
44945,Trust,2010-09-10,6.553,"Crime, Drama, Thriller","Clive Owen, Catherine Keener, Liana Liberato, Jason Clarke, Viola Davis",David Schwimmer,"A suburban family is torn apart when fourteen-year-old Annie meets her first boyfriend online. After months of communicating via online chat and phone, Annie discovers her friend is not who he originally claimed to be. Shocked into disbelief, her parents are shattered by their daughter's actions and struggle to support her as she comes to terms with what has happened to her once innocent life.",Trust (2010),87079,3.4094827586206895,0.6818965517241379
83345,The Mosquito Net,2010-11-04,5.25,"Drama, Comedy","Geraldine Chaplin, Emma Suárez, Martina García, Eduard Fernández, Àlex Brendemühl",Agustí Vila,"Maria suffers from Alzheimer's disease. Luis, Maria's fifteen-year-old grandson, doesn't say very much either; he shuts himself off in his own silent world to escape his parent's marital crisis, spending time instead picking up stray cats and dogs off the street. His father, Miguel, wants to put a stop to this eccentric behavior, but his protective mother Alice indulges him. Nevertheless, the animals begin to appear at home in increasing numbers, making life complicated for the family in their flat.","Mosquito Net, The (La mosquitera) (2010)",87098,2.625,0.525
57059,Loft,2010-12-16,6.198,Thriller,"Fedja van Huêt, Barry Atsma, Jeroen van Koningsbrugge, Gijs Naber, Marwan Kenzari",Antoinette Beumer,"Five best friends, all married, decide to share a loft apartment. In this loft they meet their mistresses and conquests. Everything seems perfect, until one morning the body of an unknown young woman is found in the loft. The group of friends begin to suspect each other and it soon becomes clear that they know far less about each other than they had initially thought. Dutch remake of the Flemish movie Loft (2008).",Loft (2010),87100,3.4814814814814814,0.6962962962962963
51170,Open Season 3,2010-10-21,5.6,"Adventure, Animation, Family, Comedy","Matthew J. Munn, Nika Futterman, Maddie Taylor, Karley Scott Collins, Ciara Bravo",Cody Cameron,"Boog, Elliot, and their forest friends return with an all-new adventure, this time in a Big Top Circus! The comedy begins when Boog's pals choose their family obligations over the annual guy's trip, and a disappointed Boog decides to take a trip of his own, which leads him right into the middle of a circus ring...literally. When he switches places with a devious look-a-like circus grizzly and falls for an alluring Russian troupe member, he'll come to realize that maybe you don't have to choose between family and friendship after all.",Open Season 3 (2010),87105,2.4875,0.49749999999999994
59468,The Way,2010-09-10,7.118,"Adventure, Comedy, Drama","Martin Sheen, Emilio Estevez, Deborah Kara Unger, Yorick van Wageningen, James Nesbitt",Emilio Estevez,"When his son dies while hiking the famed Camino de Santiago pilgrimage route in the Pyrenees, Tom flies to France to claim the remains. Looking for insights into his estranged child’s life, he decides to complete the 500-mile mountain trek to Spain. Tom soon joins up with other travelers and realizes they’re all searching for something.",The Way (2010),87194,3.701694915254237,0.7403389830508474
51533,Let the Bullets Fly,2010-12-20,7.737,"Action, Comedy","Jiang Wen, Chow Yun-Fat, Ge You, Carina Lau, Shao Bing",Jiang Wen,"When circumstances force an outlaw to impersonate a county governor and clean up a corrupt town, the Robin Hood figure finds himself in a showdown with the local godfather.",Let the Bullets Fly (2010),87197,3.4365079365079363,0.6873015873015873
49020,Submarine,2011-03-18,7.364,"Drama, Comedy, Romance","Noah Taylor, Paddy Considine, Craig Roberts, Yasmin Paige, Sally Hawkins",Richard Ayoade,"15-year-old deep-thinking Welsh schoolboy Oliver Tate struggles to initiate and maintain a relationship with Jordana, his devilish, dark-haired classmate at their Swansea high school. As his parents' marriage begins to fall apart, similar problems arise in his relationship with Jordana.",Submarine (2010),87234,3.72782874617737,0.7455657492354739
25541,Brotherhood,2009-10-21,6.919,Drama,"Nicolas Bro, David Dencik, Claus Flygare, Michael Grønnemose, Hanne Hedelund",Nicolo Donato,"Former Danish servicemen Lars and Jimmy are thrown together while training in a neo-Nazi group. Moving from hostility through grudging admiration to friendship and finally passion, events take a darker turn when their illicit relationship is uncovered.",Brotherhood  (2010),87279,3.0294117647058822,0.6058823529411764
25541,Brotherhood,2009-10-21,6.919,Drama,"Nicolas Bro, David Dencik, Claus Flygare, Michael Grønnemose, Hanne Hedelund",Nicolo Donato,"Former Danish servicemen Lars and Jimmy are thrown together while training in a neo-Nazi group. Moving from hostility through grudging admiration to friendship and finally passion, events take a darker turn when their illicit relationship is uncovered.",Brotherhood  (2010),110058,3.6944444444444446,0.7388888888888889
